kayit_id,banka,baslik,url,onerilen_tur,guven,gerekce,metin_basi,ONAY_E_H,DUZELTILMIS_TUR,NOT
vakif_katilim-8a1ab7cbadbe,vakif_katilim,Ürün ve Hizmet Ücretleri,https://www.vakifkatilim.com.tr/tr/yardimci-sayfalar/urun-ve-hizmet-ucretleri,Diğer / Kampanya Değil,0.7,kampanya sayfasi degil,Ürün ve Hizmet Ücretleri Aşağıdaki seçeneklerden birini seçerek istediğiniz işlem hakkında maliyet bilgilerini öğrenebilirsiniz. Bireysel Ürün ve Hizmet Ücretleri Tablosu Son Güncelleme Tarihi: Ticari Ürün ve Hizmet Ücre,,,
vakif_katilim-78a47f5b12f6,vakif_katilim,Kar Paylaşım Oranları | Bireysel,https://www.vakifkatilim.com.tr/tr/kendim-icin/hesaplar/katilma-hesaplari/kar-paylasim-oranlari,Diğer / Kampanya Değil,0.45,kampanya sayfasi degil,"Kâr Paylaşım Oranları TL, USD, EUR ve altın para cinslerinde uygun kâr paylaşım oranları Vakıf Katılım'da. Kâr paylaşım oranı, kâr zarar ortaklığı çerçevesinde toplanan fonların hesap sahipleriyle Vakıf Katılım arasında",,,
vakif_katilim-e8fcfba58db0,vakif_katilim,Ara Dönem Kar Payı Ödemeli Katılma Hesabı | Bireysel,https://www.vakifkatilim.com.tr/tr/kendim-icin/hesaplar/katilma-hesaplari/ara-donem-kar-payi-odemeli-katilma-hesabi,Yatırım Ürünü Kampanyası,0.644,"eslesen alanlar: url,baslik,breadcrumb,govde",Ara Dönem Kâr Payı Ödemeli Katılma Hesabı Vakıf Katılım ile yüksek kâr payı oranlarından faydalanırken kârınızı ne zaman alacağınızı da siz belirleyin. Ara Dönem Kâr Payı Ödemeli Katılma Hesabı Nedir? Ara Dönem Kâr Payı,,,
vakif_katilim-03b377e6c4c9,vakif_katilim,VKart’la Sağlıkta Vade Farksız 5 Taksit,https://www.vakifkatilim.com.tr/tr/kendim-icin/kampanyalar/detay/vkartla-saglikta-vade-farksiz-5-taksit,Yatırım Ürünü Kampanyası,0.367,eslesen alanlar: govde,"VKart’la Sağlıkta Vade Farksız 5 Taksit Kampanya Geçerlilik Tarihi 02 Ocak 2026 - 31 Aralık 2026 Kampanya Detayları 31 Aralık 2026 tarihine kadar sağlık harcamalarınızı bireysel Vakıf Katılım Kredi Kartı ile ödeyin, vade",,,
vakif_katilim-3c8ddbc0b12a,vakif_katilim,Vialand’da %25 İndirim!,https://www.vakifkatilim.com.tr/tr/kendim-icin/kampanyalar/detay/vialandda-25-indirim,Yeni Müşteri Kampanyası,0.504,eslesen alanlar: govde,Vialand’da %25 İndirim! Kampanya Geçerlilik Tarihi 08 Ocak 2026 - 30 Eylül 2026 Kampanya Detayları Vakıf Katılım müşterileri Vialand Tema Park günlük giriş biletlerinde %25 indirim den yararlanıyor. Mobil Şube “Kampanyal,,,
vakif_katilim-03c2855c1658,vakif_katilim,Muhiku’da %20 İndirim!,https://www.vakifkatilim.com.tr/tr/kendim-icin/kampanyalar/detay/muhikuda-20-indirim,Yatırım Ürünü Kampanyası,0.367,eslesen alanlar: govde,Muhiku’da %20 İndirim! Kampanya Geçerlilik Tarihi 17 Aralık 2025 - 31 Aralık 2026 Kampanya Detayları Vakıf Katılımlılar Muhiku’da yapacakları 1.000 TL ve üzeri alışverişlerde %20 indirimden yararlanıyor! Mobil Şube “Kamp,,,
vakif_katilim-acc264662889,vakif_katilim,Espressolab Hediye Kahve Kampanyası,https://www.vakifkatilim.com.tr/tr/kendim-icin/kampanyalar/detay/espressolab-hediye-kahve-kampanyasi,Yeni Müşteri Kampanyası,0.504,eslesen alanlar: govde,Espressolab Hediye Kahve Kampanyası Kampanya Geçerlilik Tarihi 01 Ocak 2026 - 31 Aralık 2026 Kampanya Detayları Vakıf Katılımlı Olanlara 2 Kahve Hediye! Vakıf Katılım & Espressolab iş birliği ile Vakıf Katılım Mobil Şube,,,
vakif_katilim-21f5058e2c0c,vakif_katilim,Taze Çiçek’te %15 İndirim!,https://www.vakifkatilim.com.tr/tr/kendim-icin/kampanyalar/detay/taze-cicekte-15-indirim,Yatırım Ürünü Kampanyası,0.367,eslesen alanlar: govde,"Taze Çiçek’te %15 İndirim! Kampanya Geçerlilik Tarihi 08 Ocak 2026 - 31 Aralık 2026 Kampanya Detayları Vakıf Katılım müşterileri, Taze Çiçek’te yapacakları alışverişlerde %15 indirim den yararlanıyor! Mobil Şube “ Kampan",,,
vakif_katilim-a34f03e0c477,vakif_katilim,Detay | Vakıf Katılım,https://www.vakifkatilim.com.tr/tr/kendim-icin/kampanyalar/detay/tamamla-kazan,Yatırım Ürünü Kampanyası,0.367,eslesen alanlar: govde,"Tamamla Kazan Kampanya Geçerlilik Tarihi 01 Temmuz 2025 - 31 Aralık 2029 Kampanya Detayları Vakıf Katılım Mobil'i kullanan müşterilerimize özel avantajlar Tamamla Kazan’da! Uygulamada bulunan 6 kriteri tamamlayın, size ö",,,
vakif_katilim-708596b1b513,vakif_katilim,TROY’la Eğitimde Vade Farksız 5 Taksit,https://www.vakifkatilim.com.tr/tr/kendim-icin/kampanyalar/detay/troyla-egitimde-vade-farksiz-5-taksit,Yatırım Ürünü Kampanyası,0.367,eslesen alanlar: govde,"TROY’la Eğitimde Vade Farksız 5 Taksit Kampanya Geçerlilik Tarihi 02 Ocak 2026 - 31 Aralık 2026 Kampanya Detayları 31 Aralık 2026 tarihine kadar eğitim harcamalarınızı bireysel Vakıf Katılım TROY Kredi Kartı ile ödeyin,",,,
vakif_katilim-31772238f171,vakif_katilim,Forward | Kurumsal,https://www.vakifkatilim.com.tr/tr/isim-icin/yatirim/hazine-urunleri/forward,Yatırım Ürünü Kampanyası,0.66,"eslesen alanlar: url,breadcrumb,govde",Forward İhtiyaçlarınız doğrultusunda kur riskinden korunma amacıyla vaade dayalı alım satım (forward) işlemlerinizi güvenle gerçekleştirebilirsiniz. Forward (Vaade Dayalı Alım Satım İşlemi) Nedir? Kur riskinden korunmak,,,
vakif_katilim-7fce3c1ba426,vakif_katilim,Döviz Alım Satım | Bireysel,https://www.vakifkatilim.com.tr/tr/kendim-icin/yatirim/hazine-urunleri/doviz-alimsatim,Yatırım Ürünü Kampanyası,0.88,"eslesen alanlar: url,breadcrumb,govde",Döviz Alım/Satım Döviz alım-satım işlemlerinizi Şubelerimiz ve dijital kanallarımız aracılığıyla en uygun kurlarla güvenle gerçekleştirebilirsiniz. Döviz Alım / Satım İçeriği Nedir? Vakıf Katılım’da rekabetçi kur avantaj,,,
vakif_katilim-886217c552d2,vakif_katilim,Hisse Senedi | Bireysel,https://www.vakifkatilim.com.tr/tr/kendim-icin/yatirim/sermaye-piyasasi-urunleri/hisse-senedi,Yatırım Ürünü Kampanyası,0.66,"eslesen alanlar: url,baslik,breadcrumb,govde","Hisse Senedi Birikimlerinizi, büyük ölçekli yatırımlara ortak edebileceğiniz hisse senedi işlemlerini Vakıf Katılım İnternet ve Mobil Şube kanallarından kolayca gerçekleştirebilirsiniz. Dijital müşterilerimize özel on bi",,,
vakif_katilim-143dc8384124,vakif_katilim,Yatırım Fonları | Kurumsal,https://www.vakifkatilim.com.tr/tr/isim-icin/yatirim/sermaye-piyasasi-urunleri/yatirim-fonlari,Yatırım Ürünü Kampanyası,0.66,"eslesen alanlar: url,baslik,breadcrumb,govde",Yatırım Fonları Profesyonel portföy yönetim şirketleri tarafından yönetilen ve katılım bankacılığı prensiplerine uygun yatırım fonlarına Vakıf Katılım aracılığıyla ulaşabilirsiniz. Yatırım Fonu Nedir? Portföy yönetim şir,,,
vakif_katilim-b1fe3aed89f8,vakif_katilim,Kıymetli Maden Alım Satım | Bireysel,https://www.vakifkatilim.com.tr/tr/kendim-icin/yatirim/hazine-urunleri/kiymetli-maden-alimsatim,Yatırım Ürünü Kampanyası,0.88,"eslesen alanlar: url,breadcrumb,govde",Kıymetli Maden Alım/Satım Kıymetli maden alım satım işlemlerinizi Şubelerimiz ve dijital kanallarımız aracılığıyla en uygun kurlarla güvenle gerçekleştirebilirsiniz. Kıymetli Maden Alım/Satım İçeriği Nedir? Vakıf Katılım,,,
vakif_katilim-21fdf2d3936e,vakif_katilim,Yatırım Fonları | Bireysel,https://www.vakifkatilim.com.tr/tr/kendim-icin/yatirim/sermaye-piyasasi-urunleri/yatirim-fonlari,Yatırım Ürünü Kampanyası,0.66,"eslesen alanlar: url,baslik,breadcrumb,govde",Yatırım Fonları Profesyonel portföy yönetim şirketleri tarafından yönetilen ve katılım bankacılığı prensiplerine uygun yatırım fonlarına Vakıf Katılım aracılığıyla ulaşabilirsiniz. Yatırım Fonu Nedir? Portföy yönetim şir,,,
vakif_katilim-710f9023681c,vakif_katilim,Arzum’da %15 İndirim!,https://www.vakifkatilim.com.tr/tr/kendim-icin/kampanyalar/detay/arzumda-15-indirim,Yatırım Ürünü Kampanyası,0.367,eslesen alanlar: govde,"Arzum’da %15 İndirim! Kampanya Geçerlilik Tarihi 13 Mart 2026 - 31 Aralık 2026 Kampanya Detayları Vakıf Katılım müşterileri, Arzum'da yapacakları alışverişlerde %15 indirimden yararlanıyor! Mobil Şube “ Kampanyalar ” ala",,,
vakif_katilim-0c13059ce93b,vakif_katilim,“VClub Dünyası” Artık Vakıf Katılım Mobil’de!,https://www.vakifkatilim.com.tr/tr/kendim-icin/kampanyalar/detay/vclub-dunyasi-artik-vakif-katilim-mobilde,Kart Kampanyası,0.346,eslesen alanlar: govde,"“VClub Dünyası” Artık Vakıf Katılım Mobil’de! Kampanya Geçerlilik Tarihi 22 Nisan 2026 - 31 Aralık 2026 Kampanya Detayları VClub Nedir? VClub, Vakıf Katılım Bankası müşterilerine özel sunulan; restoran ve kafelerden giyi",,,
vakif_katilim-e5f18227a332,vakif_katilim,Vakıf Katılımlı Olanlara tabii’den Premium Üyelik!,https://www.vakifkatilim.com.tr/tr/kendim-icin/kampanyalar/detay/vakif-katilimli-olanlara-tabiiden-premium-uyelik,Yeni Müşteri Kampanyası,0.504,eslesen alanlar: govde,"Vakıf Katılımlı Olanlara tabii’den Premium Üyelik! Kampanya Geçerlilik Tarihi 08 Mayıs 2026 - 30 Kasım 2026 Kampanya Detayları Vakıf Katılım & tabii iş birliğiyle, Vakıf Katılım Mobil Şube üzerinden müşterimiz olarak tab",,,
vakif_katilim-6e16fc1ad7d4,vakif_katilim,Lizay'dan Yapacağınız Takı Alışverişlerinizde %50'ye Varan İndirim!,https://www.vakifkatilim.com.tr/tr/kendim-icin/kampanyalar/detay/lizaydan-yapacaginiz-taki-alisverislerinizde-50ye-varan-indirim,Yeni Müşteri Kampanyası,0.504,eslesen alanlar: govde,Lizay'dan Yapacağınız Takı Alışverişlerinizde %50'ye Varan İndirim! Kampanya Geçerlilik Tarihi 06 Ocak 2026 - 01 Aralık 2026 Kampanya Detayları Vakıf Katılım müşterileri Lizay Pırlanta mağazalarında yapacakları pırlanta,,,
vakif_katilim-260786e70cf1,vakif_katilim,Motosiklet Finansmanı | Bireysel,https://www.vakifkatilim.com.tr/tr/kendim-icin/finansmanlar/motosiklet-finansmani,Finansman Kampanyası,0.561,"eslesen alanlar: url,baslik,breadcrumb,govde",Motosiklet Finansmanı Vakıf Katılım tarafından sunulan Motosiklet Finansmanı desteği ile 0 km motosiklet alımlarınızı uygun kâr payı oranlarımızla gerçekleştirebilirsiniz. Finansman Hesapla Müşteri Ol Motosiklet Finansma,,,
vakif_katilim-49512dbe6575,vakif_katilim,Ferah Kart | Kurumsal,https://www.vakifkatilim.com.tr/tr/isim-icin/ticari-kartlar/finansman-kartlari/ferah-kart,Kart Kampanyası,0.523,"eslesen alanlar: url,baslik,breadcrumb,govde","Ferah Kart Peşin harcamalarınızı Ferah Kart ile taksitlendirin, rahat rahat ödeyin. Ferah Kart Nedir? Vakıf Katılım Ferah Kart ile yapacağınız tek çekim alışverişler, ödeme gücünüze göre baştan belirlediğiniz kâr payı ve",,,
vakif_katilim-5ef7c287e952,vakif_katilim,Tedarikçi Finansman Sistemi,https://www.vakifkatilim.com.tr/tr/isim-icin/finansmanlar/nakdi-finansmanlar/tedarikci-finansman-sistemi,Finansman Kampanyası,0.578,"eslesen alanlar: url,baslik,breadcrumb,govde","Tedarikçi Finansman Sistemi Tedarikçi Finansman Sistemi ile faturalarınızın vadesini beklemeden finansman ihtiyacınızı karşılıyoruz. Tedarikçi Finansman Sistemi Nedir? Tedarikçi Finansman Sistemi, alım-satım ilişkisi bul",,,
vakif_katilim-ff1aaf8e0a79,vakif_katilim,Ticari Kartlar | Kurumsal,https://www.vakifkatilim.com.tr/tr/isim-icin/ticari-kartlar,Kart Kampanyası,0.804,"eslesen alanlar: url,baslik,breadcrumb,govde","Ticari Kartlar VKart dünyasında masraf yok! Kredi Kartı VKart Business’da kolaylık var, masraf yok. Banka Kartı Bağlı hesaplarınızdan alışverişin keyfini çıkarın! Finansman Kartları Finansman kartlarıyla hayallerinizi bü",,,
vakif_katilim-8babdcd39bfe,vakif_katilim,Kredi Kartı | Kurumsal,https://www.vakifkatilim.com.tr/tr/isim-icin/ticari-kartlar/kredi-karti,Kart Kampanyası,0.645,"eslesen alanlar: url,baslik,breadcrumb,govde","Kredi Kartı VKart Business’da kolaylık var, masraf yok. VKart Business VKart Business, şirketinize ait mal ve hizmet alımları gibi tüm ticari satın alma işlemlerinde kullanılmak üzere oluşturulmuş temassız özellikli bir",,,
vakif_katilim-81657d51432c,vakif_katilim,Dış Ticaret Finansmanları | Kurumsal,https://www.vakifkatilim.com.tr/tr/isim-icin/dis-ticaret/dis-ticaret-finansmanlari,Finansman Kampanyası,0.77,"eslesen alanlar: url,baslik,breadcrumb,govde",Dış Ticaret Finansmanları Dış ticaret finansman desteğimizle ticaretiniz hız kesmiyor. İthalat Finansmanı İthalat finansman desteği Vakıf Katılım ile hizmetinizde. İhracat Finansmanı İhracat finansman desteği Vakıf Katıl,,,
vakif_katilim-9981fcbc7c18,vakif_katilim,VKart Debit | Kurumsal,https://www.vakifkatilim.com.tr/tr/isim-icin/ticari-kartlar/banka-karti/vkart-debit,Kart Kampanyası,0.619,"eslesen alanlar: url,breadcrumb,govde",VKart Debit Vakıf Katılım banka kartı VKart Debit ile hesabınızdan yapacağınız harcamalarınızı gerçekleştirebilirsiniz. VKart Debit İçeriği Nedir? Vakıf Katılım banka kartı VKart Debit ile karta bağlı vadesiz hesabınızda,,,
vakif_katilim-53dfd49a9e2a,vakif_katilim,İthalat Finansmanları | Kurumsal,https://www.vakifkatilim.com.tr/tr/isim-icin/dis-ticaret/dis-ticaret-finansmanlari/ithalat-finansmani,Finansman Kampanyası,0.578,"eslesen alanlar: url,baslik,breadcrumb,govde","İthalat Finansmanı İthalat finansman desteği Vakıf Katılım ile hizmetinizde. İthalat Finansmanı Nedir? İşletmenizin ithalat faaliyetleri doğrultusunda ihtiyaç duyduğu ham madde, aramalı, emtia vb. alımlarına yönelik Bank",,,
vakif_katilim-29db8699a416,vakif_katilim,İhracat Finansmanları | Kurumsal,https://www.vakifkatilim.com.tr/tr/isim-icin/dis-ticaret/dis-ticaret-finansmanlari/ihracat-finansmani,Finansman Kampanyası,0.56,"eslesen alanlar: url,baslik,breadcrumb,govde","İhracat Finansmanı İhracat finansman desteği Vakıf Katılım ile hizmetinizde. İçeriği Nedir? İşletmenizin mal üretiminde ihtiyaç duyduğu ham madde, aramalı gibi girdilerin alımında kullanabileceğiniz finansmanları Bankamı",,,
vakif_katilim-480ef3e818fa,vakif_katilim,Nakdi Finansmanlar | Kurumsal,https://www.vakifkatilim.com.tr/tr/isim-icin/finansmanlar/nakdi-finansmanlar,Finansman Kampanyası,0.77,"eslesen alanlar: url,baslik,breadcrumb,govde","Nakdi Finansmanlar Vadeli İhracatın Finansmanı İhracatçı firmalarımıza vadeli akreditiflerini beklemeden, finansman desteği Vakıf Katılım Şubelerinde. TCMB Destekli Eximbank İhracat... Eximbank aracılığıyla Merkez Bankas",,,
vakif_katilim-db276276ac6b,vakif_katilim,Tarım Finansmanları | Kurumsal,https://www.vakifkatilim.com.tr/tr/isim-icin/finansmanlar/tarim-finansmanlari,Finansman Kampanyası,0.578,"eslesen alanlar: url,baslik,breadcrumb,govde","Tarım Finansmanları Tarım Finansmanları Vakıf Katılım’da Vakıf Katılım Çiftçisinin Yanında! Tarım Finansmanı ürünlerimize bu sayfadan ulaşabilir, detaylı bilgi alabilirsiniz. Elektronik Ürün Senedi Karşılığı... Elektroni",,,
vakif_katilim-351e69fa7abe,vakif_katilim,Gayrinakdi Finansmanlar | Kurumsal,https://www.vakifkatilim.com.tr/tr/isim-icin/finansmanlar/gayrinakdi-finansmanlar,Finansman Kampanyası,0.77,"eslesen alanlar: url,baslik,breadcrumb,govde",Gayrinakdi Finansmanlar Eximbank Teminat Mektubu Eximbank teminat mektubu desteği Vakıf Katılım ile hizmetinizde. Harici Garanti / Kontrgaranti Garantör bankanın garanti lehtarına (muhatap) karşı geri dönülemez taahhüdüd,,,
vakif_katilim-35a38227191d,vakif_katilim,KOBİ Destekli Finansmanlar | Kurumsal,https://www.vakifkatilim.com.tr/tr/isim-icin/finansmanlar/kobi-destekli-finansmanlar,Finansman Kampanyası,0.578,"eslesen alanlar: url,baslik,breadcrumb,govde","KOBİ Destekli Finansmanlar Vakıf Katılım işini büyütmek, üretimini artırmak ve dijitalleşmek isteyen KOBİ’lere özel finansman ürünleriyle her zaman yanında. KOSGEB Destekli Finansman Vakıf Katılım ve KOSGEB iş birliğiyle",,,
vakif_katilim-22d37424c09c,vakif_katilim,Finansal Kiralamalar | Kurumsal,https://www.vakifkatilim.com.tr/tr/isim-icin/finansmanlar/finansal-kiralamalar,Finansman Kampanyası,0.7,"eslesen alanlar: url,breadcrumb","Finansal Kiralamalar Finansal Kiralama Kanununun ilgili hükümleri çerçevesinde, taşınır ve taşınmaz malların bankamız tarafından temin edilerek kiralanmasıdır. Finansal Kiralama Finansal Kiralama Kanununun ilgili hükümle",,,
vakif_katilim-93333f88f471,vakif_katilim,Finansal Kiralama | Kurumsal,https://www.vakifkatilim.com.tr/tr/isim-icin/finansmanlar/finansal-kiralamalar/finansal-kiralama,Finansman Kampanyası,0.553,"eslesen alanlar: url,breadcrumb,govde","Finansal Kiralama Finansal Kiralama Kanununun ilgili hükümleri çerçevesinde, taşınır ve taşınmaz malların Bankamız tarafından temin edilerek kiralanmasıdır. Finansal Kiralama Nedir? Finansal Kiralama Kanununun ilgili hük",,,
vakif_katilim-90cb1e655bb6,vakif_katilim,Finansmanlar | Kurumsal,https://www.vakifkatilim.com.tr/tr/isim-icin/finansmanlar,Finansman Kampanyası,0.578,"eslesen alanlar: url,baslik,breadcrumb,govde","Finansmanlar Müşterilerimizin nakdi ve gayrinakdi olarak kullanabilecekleri finansman ürünlerimize bu sayfadan ulaşabilir, detaylı bilgi alabilirsiniz. Başvuru Yap Finansal Kiralamalar Tüzel müşterilerimizin işlerini kol",,,
vakif_katilim-4341aaaaf08a,vakif_katilim,Kentsel Dönüşüm Finansmanı | Bireysel,https://www.vakifkatilim.com.tr/tr/kendim-icin/finansmanlar/kentsel-donusum-finansmani,Finansman Kampanyası,0.559,"eslesen alanlar: url,baslik,breadcrumb,govde",Kentsel Dönüşüm Finansmanı Çevre Şehircilik ve İklim Bakanlığı destekli katkı paylı kentsel dönüşüm finansmanları en yakın Şubemizde! Kentsel Dönüşüm Finansmanı Nedir? 6306 sayılı “Afet Riski Altındaki Alanların Dönüştür,,,
vakif_katilim-7f49ab8a0f96,vakif_katilim,Kredi Kartı | Bireysel,https://www.vakifkatilim.com.tr/tr/kendim-icin/kartlar/kredi-karti,Kart Kampanyası,0.645,"eslesen alanlar: url,baslik,breadcrumb,govde","Kredi Kartı Vakıf Katılım kredi kartında taksit var, masraf yok. VKart Mastercard Masraflarınıza masraf eklemeden, yurt içi ve yurt dışında yanınızda! TROY Dijital Kredi Kartı Yerli ve milli ödeme altyapısına sahip TROY",,,
vakif_katilim-79217d1d3717,vakif_katilim,İhtiyaç Finansmanı | Bireysel,https://www.vakifkatilim.com.tr/tr/kendim-icin/finansmanlar/ihtiyac-finansmani,İhtiyaç Finansmanı Kampanyası,0.581,"eslesen alanlar: url,baslik,breadcrumb,govde","İhtiyaç Finansmanı Eskiyen laptopunuzu yenilemek, bozulan beyaz eşyaları değiştirmek ya da sevdiklerinizle keyifli bir tatil planlamak artık çok daha kolay. Başvuru Yap İhtiyaç Finansmanı Nedir? Vakıf Katılım tarafından",,,
vakif_katilim-34d1a6dc1585,vakif_katilim,Yatırım | Kurumsal,https://www.vakifkatilim.com.tr/tr/isim-icin/yatirim,Yatırım Ürünü Kampanyası,0.66,"eslesen alanlar: url,baslik,breadcrumb,govde","Yatırım Vakıf Katılım müşteri odaklı bakış açısıyla ve zengin ürün yelpazesiyle birikimlerinize yön vermektedir. Hazine Ürünleri Vakıf Katılım, kapsamlı olarak etkinleştirilmiş dijital kanallarıyla döviz ve kıymetli made",,,
vakif_katilim-7e8348756084,vakif_katilim,Yatırım | Bireysel,https://www.vakifkatilim.com.tr/tr/kendim-icin/yatirim,Yatırım Ürünü Kampanyası,0.66,"eslesen alanlar: url,baslik,breadcrumb,govde",Yatırım Vakıf Katılım müşteri odaklı bakış açısıyla ve zengin ürün yelpazesiyle birikimlerinize yön vermektedir. Hazine Ürünleri Vakıf Katılım kapsamlı olarak etkinleştirilmiş dijital kanallarıyla döviz ve kıymetli maden,,,
vakif_katilim-0b5e42a15440,vakif_katilim,Kartlar | Bireysel,https://www.vakifkatilim.com.tr/tr/kendim-icin/kartlar,Kart Kampanyası,0.804,"eslesen alanlar: url,baslik,breadcrumb,govde","Kartlar VKart dünyasında masraf yok! Başvuru Yap Banka Kartı Bağlı hesaplarınızdan alışverişin keyfini çıkarın! Kredi Kartı Vakıf Katılım kredi kartında taksit var, masraf yok. BKM Express BKM Express ile alışverişin kol",,,
vakif_katilim-426a7202993c,vakif_katilim,Banka Kartı | Bireysel,https://www.vakifkatilim.com.tr/tr/kendim-icin/kartlar/banka-karti,Kart Kampanyası,0.825,"eslesen alanlar: url,baslik,breadcrumb,govde",Banka Kartı Bağlı hesaplarınızdan alışverişin keyfini çıkarın! VKart Debit Vakıf Katılım banka kartı VKart Debit ile hesabınızdan yapacağınız harcamalarınızı gerçekleştirebilirsiniz. Temassız VKart Debit Yeni VKart Debit,,,
vakif_katilim-a5590802e57f,vakif_katilim,BKM Express | Bireysel,https://www.vakifkatilim.com.tr/tr/kendim-icin/kartlar/bkm-express,Kart Kampanyası,0.825,"eslesen alanlar: url,breadcrumb,govde","BKM Express BKM Express ile alışverişin kolayı Vakıf Katılım'da! BKM Express İçeriği Nedir? E-Ticaret ve kasada ödeme yaparken kart bilgilerinizi iş yerleriyle paylaşmadan alışverişlerinizi hızlı, kolay, güvenli ve herha",,,
vakif_katilim-73cf4df31a54,vakif_katilim,Finansmanlar | Bireysel,https://www.vakifkatilim.com.tr/tr/kendim-icin/finansmanlar,Finansman Kampanyası,0.746,"eslesen alanlar: url,baslik,breadcrumb,govde",Finansmanlar Başvuru Yap Konut Finansmanı Vakıf Katılım tarafından sunulan konut finansmanı desteği ile hayalinizdeki eve kavuşabilir ya da yatırım fırsatlarını değerlendirebilirsiniz. Hızlı Fon Finansmanı Vakıf Katılım,,,
vakif_katilim-7beb3901ea65,vakif_katilim,Arsa Finansmanı | Bireysel,https://www.vakifkatilim.com.tr/tr/kendim-icin/finansmanlar/arsa-finansmani,Finansman Kampanyası,0.559,"eslesen alanlar: url,baslik,breadcrumb,govde","Arsa Finansmanı Yatırımlarınızı arsa satın alarak korumak istiyorsanız; Arsa Finansmanına hemen başvurun, 60 aya kadar vade olanaklarıyla planlarınızı ertelemeyin. İçeriği Nedir? Başvuru İçin Gerekli Belgeler Başvuru for",,,
vakif_katilim-0b6914541e57,vakif_katilim,Konut Finansmanı | Bireysel,https://www.vakifkatilim.com.tr/tr/kendim-icin/finansmanlar/konut-finansmani,Konut Finansmanı Kampanyası,0.796,"eslesen alanlar: url,baslik,breadcrumb,govde","Konut Finansmanı Vakıf Katılım tarafından sunulan konut finansmanı desteği ile hayalinizdeki eve kavuşabilir ya da yatırım fırsatlarını değerlendirebilirsiniz. Finansman Hesapla Konut Finansmanı Nedir? Konut finansmanı,",,,
vakif_katilim-bc7e8f86fcd6,vakif_katilim,Taşıt Finansmanı | Bireysel,https://www.vakifkatilim.com.tr/tr/kendim-icin/finansmanlar/tasit-finansmani,Taşıt Finansmanı Kampanyası,0.796,"eslesen alanlar: url,baslik,breadcrumb,govde",Taşıt Finansmanı Vakıf Katılım tarafından sunulan Taşıt Finansmanı desteği ile 0 km ya da ikinci el otomobil alımlarınızı uygun kâr payı oranlarımızla gerçekleştirebilirsiniz. Finansman Hesapla Taşıt Finansmanı Nedir? Ta,,,
vakif_katilim-1c8f54264607,vakif_katilim,İş Yeri Finansmanı | Bireysel,https://www.vakifkatilim.com.tr/tr/kendim-icin/finansmanlar/is-yeri-finansmani,Finansman Kampanyası,0.559,"eslesen alanlar: url,baslik,breadcrumb,govde","İş Yeri Finansmanı İşinizi büyütmek için gayrimenkul yatırımına ihtiyacınız varsa, 60 ay vadeyle %100'e kadar finansal destek alabilirsiniz. Finansman Hesapla İçeriği Nedir? Başvuru için Gerekli Belgeler Başvuru formu, N",,,
vakif_katilim-a7bd55f742d1,vakif_katilim,DBS Alacakları ile Finansman | Kurumsal,https://www.vakifkatilim.com.tr/tr/isim-icin/finansmanlar/nakdi-finansmanlar/dbs-alacaklariniz-ile-finansman,Finansman Kampanyası,0.578,"eslesen alanlar: url,baslik,breadcrumb,govde","DBS Alacaklarınız ile Finansman Kolayca teminat üretme imkânı sağlayan ‘DBS Alacaklarınız ile Finansman’ için sizleri Şubelerimize bekleriz. DBS Alacaklarınız ile Finansman Vakıf Katılım’da DBS teminatlı finansman, DBS’y",,,
vakif_katilim-623d8e815943,vakif_katilim,Hızlı Fon Finansmanı,https://www.vakifkatilim.com.tr/tr/kendim-icin/finansmanlar/hizli-fon-finansmani,Yatırım Ürünü Kampanyası,0.523,"eslesen alanlar: url,baslik,breadcrumb,govde","Hızlı Fon Finansmanı Vakıf Katılım Hızlı Fon Finansmanı ile yatırımlarınıza yönelik finansman ihtiyacınızı kolayca karşılayabilir, ödemenizi belirlenen vade ve taksit planı doğrultusunda gerçekleştirebilirsiniz. Hızlı Fo",,,
vakif_katilim-37d164d8138f,vakif_katilim,Günlük Hesap,https://www.vakifkatilim.com.tr/tr/kendim-icin/hesaplar/katilma-hesaplari/gunluk-hesap,Diğer / Kampanya Değil,0.7,kampanya sayfasi degil,"Günlük Hesap Günlük Hesap'la Çekilir, Dert Değil! Hesabınızdan para çekseniz de vadeniz bozulmadan kazanmaya devam edin. Müşteri Ol Günlük Hesap Nedir? Günlük Hesap, müşterilerimizin birikimlerini her gün değerlendirerek",,,
vakif_katilim-1970f79392c9,vakif_katilim,Kazandıran Hesap,https://www.vakifkatilim.com.tr/tr/kendim-icin/hesaplar/katilma-hesaplari/kazandiran-hesap,Diğer / Kampanya Değil,0.7,kampanya sayfasi degil,"Kazandıran Hesap Birikimlerinizi hem katılma hesaplarımızda hem kira sertifikalarımızda değerlendirelim, size daha çok kazandıralım. Müşteri Ol Kazandıran Hesap Nedir? Katılma hesabı ve kira sertifikası yatırımı birleşim",,,
