pasaj_id,span_no,banka,etiket,yakalanan,normal_deger,guven,baglam,ONAY_E_H,DUZELTILMIS_ETIKET,NOT
vakif_katilim-348be42d3358-p014,4,vakif_katilim,VADE_SURESI,1 yıl,"{""deger"": 12, ""birim"": ""ay""}",0.8,"1 ay, 3 ay, 6 ay, 1 yıl vadeli olarak açılabildiği gibi ⟪1 yıl⟫ ve daha uzun vadeli kâr payı ödemeli olarak da açılabilir.",,,
vakif_katilim-348be42d3358-p018,0,vakif_katilim,MASRAF_DURUMU,ücretsiz,"{""metin"": ""ücretsiz""}",0.7,esaplarınızı Vakıf Katılım ATM ve kamu bankaları ATM’sinden ⟪ücretsiz⟫ görüntüleyebilir veya görünmesini istemediğiniz hesaplarını,,,
vakif_katilim-4da5c16825ad-p000,0,vakif_katilim,HEDEF_KITLE,KOBİ,"{""metin"": ""kobi̇""}",0.85,⟪KOBİ⟫ Vakıf Katılım'da Bir Başvurunuz Yeter!,,,
vakif_katilim-4da5c16825ad-p011,0,vakif_katilim,HEDEF_KITLE,Kobi,"{""metin"": ""kobi""}",0.85,Detaylı İncele Hızlı İşlemler ⟪Kobi⟫ Ürünler,,,
vakif_katilim-4da5c16825ad-p014,0,vakif_katilim,HEDEF_KITLE,KOBİ,"{""metin"": ""kobi̇""}",0.85,⟪KOBİ⟫ Finansman Desteği KOBİ’lerimizin faaliyetleri doğrultusunda,,,
vakif_katilim-4da5c16825ad-p014,1,vakif_katilim,HEDEF_KITLE,KOBİ’lerimizin,"{""metin"": ""kobi̇’lerimizin""}",0.85,"KOBİ Finansman Desteği ⟪KOBİ’lerimizin⟫ faaliyetleri doğrultusunda ihtiyaç duyduğu ticari mal, taşı",,,
vakif_katilim-7e5b03ceff14-p004,0,vakif_katilim,VADE_SURESI,1 yıl,"{""deger"": 12, ""birim"": ""ay""}",0.8,(*)2012/4133 sayılı Bakanlar Kurulu Kararı'na göre ⟪1 yıl⟫ ve daha uzun vadeli hesaplar ile dönemsel kâr payı ödemeli,,,
vakif_katilim-7e5b03ceff14-p004,1,vakif_katilim,VADE_SURESI,1 ay,"{""deger"": 1, ""birim"": ""ay""}",0.85,"ve daha uzun vadeli hesaplar ile dönemsel kâr payı ödemeli (⟪1 ay⟫, 3 ay, 6 ay ya da 1 yıl) hesaplarda vadeden önce en fazla 2",,,
vakif_katilim-7e5b03ceff14-p004,2,vakif_katilim,VADE_SURESI,3 ay,"{""deger"": 3, ""birim"": ""ay""}",0.85,"a uzun vadeli hesaplar ile dönemsel kâr payı ödemeli (1 ay, ⟪3 ay⟫, 6 ay ya da 1 yıl) hesaplarda vadeden önce en fazla 2 defa",,,
vakif_katilim-7e5b03ceff14-p004,3,vakif_katilim,VADE_SURESI,6 ay,"{""deger"": 6, ""birim"": ""ay""}",0.85,"vadeli hesaplar ile dönemsel kâr payı ödemeli (1 ay, 3 ay, ⟪6 ay⟫ ya da 1 yıl) hesaplarda vadeden önce en fazla 2 defa ve top",,,
vakif_katilim-7e5b03ceff14-p004,4,vakif_katilim,VADE_SURESI,1 yıl,"{""deger"": 12, ""birim"": ""ay""}",0.8,"aplar ile dönemsel kâr payı ödemeli (1 ay, 3 ay, 6 ay ya da ⟪1 yıl⟫) hesaplarda vadeden önce en fazla 2 defa ve toplamda anapar",,,
vakif_katilim-9545720410e5-p007,0,vakif_katilim,KAMPANYA_SURESI,13.02.2026,"{""tarih"": ""2026-02-13""}",0.82,"• Kampanyada hak edilen iade tutarları ⟪13.02.2026⟫ tarihinde, kullanılan kredi kartlarına yansıtılacaktır.",,,
vakif_katilim-9545720410e5-p009,0,vakif_katilim,ODUL_MIKTARI,500 TL,"{""deger"": 500.0, ""birim"": ""TRY""}",0.83,• Müşteri bazında en fazla ⟪500 TL⟫ iade kazanılabilir.,,,
vakif_katilim-c3b2821f3c41-p002,1,vakif_katilim,ODUL_MIKTARI,1.000 TL,"{""deger"": 1000.0, ""birim"": ""TRY""}",0.83,www.masterpassplus.com web sitesi üzerinden IKEA’da geçerli ⟪1.000 TL⟫ indirim kuponu kazanacaklardır.,,,
vakif_katilim-c3b2821f3c41-p004,0,vakif_katilim,KAMPANYA_SURESI,15.03.2026,"{""tarih"": ""2026-03-15""}",0.82,"• Aldığınız indirim kuponunu, ⟪15.03.2026⟫ tarihine kadar, www.ikea.com.tr ve IKEA mobil uygulamasında",,,
vakif_katilim-c3b2821f3c41-p008,0,vakif_katilim,KAMPANYA_SURESI,15.03.2026,"{""tarih"": ""2026-03-15""}",0.82,• İndirim kuponu ⟪15.03.2026⟫ tarihine kadar geçerlidir.,,,
vakif_katilim-53451cfec2f3-p002,0,vakif_katilim,ODUL_MIKTARI,200 TL,"{""deger"": 200.0, ""birim"": ""TRY""}",0.83,"rpass’e kaydedin, www.masterpassplus.com internet sitesinde ⟪200 TL⟫ Martı kuponu kazanın!",,,
vakif_katilim-53451cfec2f3-p009,0,vakif_katilim,KAMPANYA_SURESI,22.12.2025,"{""tarih"": ""2025-12-22""}",0.82,Kampanya Şartları • ⟪22.12.2025⟫ ve 30.06.2026 tarihleri arasında Masterpass’e kayıtlı Vakıf,,,
vakif_katilim-53451cfec2f3-p009,1,vakif_katilim,KAMPANYA_SURESI,30.06.2026,"{""tarih"": ""2026-06-30""}",0.82,Kampanya Şartları • 22.12.2025 ve ⟪30.06.2026⟫ tarihleri arasında Masterpass’e kayıtlı Vakıf Katılım Maste,,,
vakif_katilim-53451cfec2f3-p009,2,vakif_katilim,ODUL_MIKTARI,200 TL,"{""deger"": 200.0, ""birim"": ""TRY""}",0.83,"stercard sahipleri, masterpassplus.com web sitesi üzerinden ⟪200 TL⟫ Martı kuponu kazanacaktır.",,,
vakif_katilim-df3f10a4207f-p000,0,vakif_katilim,VADE_SURESI,3 Ay,"{""deger"": 3, ""birim"": ""ay""}",0.85,⟪3 Ay⟫ Ertelemeli Taşıt Finansmanı Kampanya Geçerlilik Tarihi,,,
vakif_katilim-df3f10a4207f-p003,0,vakif_katilim,VADE_SURESI,48 ay,"{""deger"": 48, ""birim"": ""ay""}",0.85,"⟪48 ay⟫ vadeye kadar, sıfır ve 2. el araçlarda tüm vadelerde uygun",,,
vakif_katilim-df3f10a4207f-p004,0,vakif_katilim,VADE_SURESI,3 ay,"{""deger"": 3, ""birim"": ""ay""}",0.85,Kampanya Şartları Sıfır veya ikinci el araçlar için ⟪3 ay⟫ ödemesiz dönemli satın alma kolaylığı sağlayan finansmandır,,,
vakif_katilim-f1260be690c0-p002,2,vakif_katilim,ODUL_MIKTARI,250 TL,"{""deger"": 250.0, ""birim"": ""TRY""}",0.83,"erde 500 TL ve üzeri alışveriş yapın, LC Waikiki’de geçerli ⟪250 TL⟫ tutarında hediye çeki kazanın!",,,
vakif_katilim-f1260be690c0-p003,0,vakif_katilim,KAMPANYA_SURESI,14.11.2025,"{""tarih"": ""2025-11-14""}",0.82,ederiz. Hediye kodlarımızın tükenmesi sebebiyle kampanyamız ⟪14.11.2025⟫ tarihinde sonlandırılmıştır.,,,
vakif_katilim-f1260be690c0-p017,0,vakif_katilim,ODUL_MIKTARI,250 TL,"{""deger"": 250.0, ""birim"": ""TRY""}",0.83,"• Kampanyada her müşteri, 1 kez, en fazla ⟪250 TL⟫ hediye çeki hakkı kazanabilir.",,,
vakif_katilim-e78e53d1f4e9-p002,0,vakif_katilim,ODUL_MIKTARI,200 TL,"{""deger"": 200.0, ""birim"": ""TRY""}",0.83,"ın, tek seferde yapacağınız 1000 TL ve üzeri alışverişinize ⟪200 TL⟫ indirim kazanın! Üstelik 5000 TL ve üzeri alışverişinizde,",,,
vakif_katilim-e78e53d1f4e9-p002,1,vakif_katilim,ODUL_MIKTARI,350 TL,"{""deger"": 350.0, ""birim"": ""TRY""}",0.83,"stelik 5000 TL ve üzeri alışverişinizde, indirime ek olarak ⟪350 TL⟫ değerinde Yıllık Pazarama Plus Üyeliği hediye!",,,
vakif_katilim-e78e53d1f4e9-p005,0,vakif_katilim,ODUL_MIKTARI,200 TL,"{""deger"": 200.0, ""birim"": ""TRY""}",0.83,tlarınızla tek seferde 5000 TL ve üzeri alışverişte ise hem ⟪200 TL⟫ indirim hem 350 TL değerinde Yıllık Pazarama Plus üyeliği h,,,
vakif_katilim-e78e53d1f4e9-p005,1,vakif_katilim,ODUL_MIKTARI,350 TL,"{""deger"": 350.0, ""birim"": ""TRY""}",0.83,rde 5000 TL ve üzeri alışverişte ise hem 200 TL indirim hem ⟪350 TL⟫ değerinde Yıllık Pazarama Plus üyeliği hediye edilecektir.,,,
vakif_katilim-e78e53d1f4e9-p006,0,vakif_katilim,ODUL_MIKTARI,200 TL,"{""deger"": 200.0, ""birim"": ""TRY""}",0.83,• Hem ⟪200 TL⟫ indirim hem de 350 TL değerinde Yıllık Pazarama Plus üyelik,,,
vakif_katilim-e78e53d1f4e9-p006,1,vakif_katilim,ODUL_MIKTARI,350 TL,"{""deger"": 350.0, ""birim"": ""TRY""}",0.83,"• Hem 200 TL indirim hem de ⟪350 TL⟫ değerinde Yıllık Pazarama Plus üyelik hediyesinden, her bir",,,
vakif_katilim-e78e53d1f4e9-p007,0,vakif_katilim,ODUL_MIKTARI,200 TL,"{""deger"": 200.0, ""birim"": ""TRY""}",0.83,• ⟪200 TL⟫ indirime hak kazanmak için; kargo bedeli hariç sepet tutarı,,,
vakif_katilim-e78e53d1f4e9-p008,0,vakif_katilim,ODUL_MIKTARI,350 TL,"{""deger"": 350.0, ""birim"": ""TRY""}",0.83,• ⟪350 TL⟫ değerinde Yıllık Pazarama Plus Üyelik hediyesine hak kazanm,,,
vakif_katilim-66d72d521c15-p004,0,vakif_katilim,KAMPANYA_SURESI,14.12.2025,"{""tarih"": ""2025-12-14""}",0.82,"• Aldığınız indirim kuponunu, ⟪14.12.2025⟫ tarihine kadar, www.ikea.com.tr ve IKEA mobil uygulamasında",,,
vakif_katilim-66d72d521c15-p008,0,vakif_katilim,KAMPANYA_SURESI,14.12.2025,"{""tarih"": ""2025-12-14""}",0.82,• İndirim kuponu ⟪14.12.2025⟫ tarihine kadar geçerlidir.,,,
vakif_katilim-c2f1b3190800-p002,2,vakif_katilim,ODUL_MIKTARI,250 TL,"{""deger"": 250.0, ""birim"": ""TRY""}",0.83,"ek seferde 500 TL ve üzeri alışveriş yapın, A101’de geçerli ⟪250 TL⟫ tutarında hediye çeki kazanın.",,,
vakif_katilim-c2f1b3190800-p017,0,vakif_katilim,ODUL_MIKTARI,250 TL,"{""deger"": 250.0, ""birim"": ""TRY""}",0.83,"• Kampanya müşteri bazında olup, en fazla 1 adet ⟪250 TL⟫ tutarında hediye çekine hak kazanılabilecektir.",,,
vakif_katilim-686907565aff-p008,0,vakif_katilim,KAMPANYA_SURESI,07.11.2025,"{""tarih"": ""2025-11-07""}",0.82,"• Kampanyada hak edilen iade tutarları ⟪07.11.2025⟫ tarihinde, kullanılan kredi kartlarına yansıtılacaktır.",,,
vakif_katilim-686907565aff-p010,0,vakif_katilim,ODUL_MIKTARI,600 TL,"{""deger"": 600.0, ""birim"": ""TRY""}",0.83,• Müşteri bazında en fazla ⟪600 TL⟫ iade kazanılabilir.,,,
vakif_katilim-c92c1d99c738-p002,2,vakif_katilim,ODUL_MIKTARI,250 TL,"{""deger"": 250.0, ""birim"": ""TRY""}",0.83,"erde 500 TL ve üzeri alışveriş yapın, LC Waikiki’de geçerli ⟪250 TL⟫ tutarında hediye çeki kazanın!",,,
vakif_katilim-c92c1d99c738-p016,0,vakif_katilim,ODUL_MIKTARI,250 TL,"{""deger"": 250.0, ""birim"": ""TRY""}",0.83,"• Kampanyada her müşteri, 1 kez, en fazla ⟪250 TL⟫ hediye çeki hakkı kazanabilir.",,,
vakif_katilim-6cff74d29214-p008,1,vakif_katilim,KAMPANYA_SURESI,31.12.2025,"{""tarih"": ""2025-12-31""}",0.82,"• Sepette %25 indirim, üye bazında, ⟪31.12.2025⟫ tarihine kadar en fazla 2 kez kullanılabilir.",,,
ziraat_katilim-1e06feaffd55-p002,0,ziraat_katilim,FINANSMAN_TUTARI,30.000 TL,"{""deger"": 30000.0, ""birim"": ""TRY""}",0.8,Bireysel Kredi Kartı Gecikme Cezası Dönem Borcu ⟪30.000 TL⟫ altı % 3.55,,,
ziraat_katilim-41ef8dab7801-p002,0,ziraat_katilim,VADE_SURESI,60 ay,"{""deger"": 60, ""birim"": ""ay""}",0.85,Güncelleme Tarihi Tahsis Ücreti (1-⟪60 ay⟫ vade),,,
ziraat_katilim-41ef8dab7801-p007,0,ziraat_katilim,VADE_SURESI,60 ay,"{""deger"": 60, ""birim"": ""ay""}",0.85,"Yıllık Maliyet Oranı 100.000.-TL ⟪60 ay⟫ vadeli Arsa Finansmanı için finansman tahsis ücreti, eksper",,,
ziraat_katilim-41ef8dab7801-p008,0,ziraat_katilim,VADE_SURESI,60 ay,"{""deger"": 60, ""birim"": ""ay""}",0.85,Kâr oranı (1-⟪60 ay⟫ vade) KKDF ve BSMV hariçtir.,,,
ziraat_katilim-41ef8dab7801-p010,0,ziraat_katilim,VADE_SURESI,36 ay,"{""deger"": 36, ""birim"": ""ay""}",0.85,Azami Oran Açıklama Güncelleme Tarihi Kâr oranı (1-⟪36 ay⟫ vade),,,
ziraat_katilim-41ef8dab7801-p011,0,ziraat_katilim,FINANSMAN_TUTARI,125.000 TL'ye kadar,"{""deger"": 125000.0, ""birim"": ""TRY"", ""sinir"": ""ust""}",0.88,"KKDF ve BSMV hariçtir. 1 - ⟪125.000 TL'ye kadar⟫ olan finansmanlarda azami vade 36 ay, 125.001 - 250.000 TL'",,,
ziraat_katilim-41ef8dab7801-p011,2,ziraat_katilim,FINANSMAN_TUTARI,250.000 TL'ye kadar,"{""deger"": 250000.0, ""birim"": ""TRY"", ""sinir"": ""ust""}",0.88,"TL'ye kadar olan finansmanlarda azami vade 36 ay, 125.001 - ⟪250.000 TL'ye kadar⟫ olan finansmanlarda azami vade 24 ay, 250.000 TL üzerinde f",,,
ziraat_katilim-41ef8dab7801-p011,4,ziraat_katilim,FINANSMAN_TUTARI,250.000 TL,"{""deger"": 250000.0, ""birim"": ""TRY""}",0.8,"- 250.000 TL'ye kadar olan finansmanlarda azami vade 24 ay, ⟪250.000 TL⟫ üzerinde finansmanlarda ise vade 12 aydır.",,,
ziraat_katilim-41ef8dab7801-p012,0,ziraat_katilim,VADE_SURESI,36 ay,"{""deger"": 36, ""birim"": ""ay""}",0.85,Tahsis Ücreti (1-⟪36 ay⟫ vade) BSMV'den muaftır.,,,
ziraat_katilim-41ef8dab7801-p018,0,ziraat_katilim,VADE_SURESI,36 ay,"{""deger"": 36, ""birim"": ""ay""}",0.85,Yıllık Maliyet Oranı 100.000.-TL ⟪36 ay⟫ vadeli Yasa Kapsamında İpotekli Bireysel Finansman için fin,,,
ziraat_katilim-41ef8dab7801-p019,0,ziraat_katilim,VADE_SURESI,36 ay,"{""deger"": 36, ""birim"": ""ay""}",0.85,Erken Kapama Komisyonu (1-⟪36 ay⟫ vade) Konut finansmanı yasası kapsamında kullandırılmış kre,,,
ziraat_katilim-41ef8dab7801-p019,1,ziraat_katilim,VADE_SURESI,36 ay,"{""deger"": 36, ""birim"": ""ay""}",0.85,"ı yasası kapsamında kullandırılmış kredilerde, kalan vadesi ⟪36 ay⟫ ve daha az ise, bir ya da birden fazla taksidin erken ödenm",,,
ziraat_katilim-41ef8dab7801-p020,0,ziraat_katilim,VADE_SURESI,36 ay,"{""deger"": 36, ""birim"": ""ay""}",0.85,Erken Kapama Komisyonu (⟪36 ay⟫ üzeri vade),,,
ziraat_katilim-41ef8dab7801-p023,0,ziraat_katilim,VADE_SURESI,36 ay,"{""deger"": 36, ""birim"": ""ay""}",0.85,Azami Oran Açıklama Güncelleme Tarihi Kâr oranı (1-⟪36 ay⟫ vade),,,
ziraat_katilim-41ef8dab7801-p024,0,ziraat_katilim,FINANSMAN_TUTARI,125.000 TL'ye kadar,"{""deger"": 125000.0, ""birim"": ""TRY"", ""sinir"": ""ust""}",0.88,"KKDF ve BSMV hariçtir. 1 - ⟪125.000 TL'ye kadar⟫ olan finansmanlarda azami vade 36 ay, 125.001 - 250.000 TL'",,,
ziraat_katilim-41ef8dab7801-p024,2,ziraat_katilim,FINANSMAN_TUTARI,250.000 TL'ye kadar,"{""deger"": 250000.0, ""birim"": ""TRY"", ""sinir"": ""ust""}",0.88,"TL'ye kadar olan finansmanlarda azami vade 36 ay, 125.001 - ⟪250.000 TL'ye kadar⟫ olan finansmanlarda azami vade 24 ay, 250.000 TL üzerinde f",,,
ziraat_katilim-41ef8dab7801-p024,4,ziraat_katilim,FINANSMAN_TUTARI,250.000 TL,"{""deger"": 250000.0, ""birim"": ""TRY""}",0.8,"- 250.000 TL'ye kadar olan finansmanlarda azami vade 24 ay, ⟪250.000 TL⟫ üzerinde finansmanlarda ise vade 12 aydır.",,,
ziraat_katilim-41ef8dab7801-p025,0,ziraat_katilim,VADE_SURESI,36 ay,"{""deger"": 36, ""birim"": ""ay""}",0.85,Tahsis Ücreti (1-⟪36 ay⟫ vade) BSMV hariçtir.,,,
ziraat_katilim-41ef8dab7801-p031,0,ziraat_katilim,VADE_SURESI,36 ay,"{""deger"": 36, ""birim"": ""ay""}",0.85,Yıllık Maliyet Oranı 100.000.-TL ⟪36 ay⟫ vadeli İpotekli Bireysel Finansman için finansman tahsis üc,,,
ziraat_katilim-41ef8dab7801-p033,0,ziraat_katilim,VADE_SURESI,60 ay,"{""deger"": 60, ""birim"": ""ay""}",0.85,Azami Oran Açıklama Güncelleme Tarihi Kâr oranı (1-⟪60 ay⟫ vade),,,
ziraat_katilim-41ef8dab7801-p034,0,ziraat_katilim,VADE_SURESI,60 ay,"{""deger"": 60, ""birim"": ""ay""}",0.85,KKDF ve BSMV hariçtir. Tahsis Ücreti (1-⟪60 ay⟫ vade),,,
ziraat_katilim-41ef8dab7801-p041,0,ziraat_katilim,VADE_SURESI,60 ay,"{""deger"": 60, ""birim"": ""ay""}",0.85,Yıllık Maliyet Oranı 100.000.-TL ⟪60 ay⟫ vadeli Bireysel İşyeri Finansmanı için finansman tahsis ücr,,,
ziraat_katilim-41ef8dab7801-p045,0,ziraat_katilim,VADE_SURESI,36 ay,"{""deger"": 36, ""birim"": ""ay""}",0.85,Yıllık Maliyet Oranı 20.000.-TL ⟪36 ay⟫ vadeli İhtiyaç Finansmanı için finansman tahsis ücreti ve v,,,
ziraat_katilim-41ef8dab7801-p046,0,ziraat_katilim,VADE_SURESI,36 ay,"{""deger"": 36, ""birim"": ""ay""}",0.85,Kâr oranı (1-⟪36 ay⟫ vade) KKDF ve BSMV hariçtir. 1 - 125.000 TL'ye kadar olan f,,,
ziraat_katilim-41ef8dab7801-p046,1,ziraat_katilim,FINANSMAN_TUTARI,125.000 TL'ye kadar,"{""deger"": 125000.0, ""birim"": ""TRY"", ""sinir"": ""ust""}",0.88,"Kâr oranı (1-36 ay vade) KKDF ve BSMV hariçtir. 1 - ⟪125.000 TL'ye kadar⟫ olan finansmanlarda azami vade 36 ay, 125.001 - 250.000 TL'",,,
ziraat_katilim-41ef8dab7801-p046,3,ziraat_katilim,FINANSMAN_TUTARI,250.000 TL'ye kadar,"{""deger"": 250000.0, ""birim"": ""TRY"", ""sinir"": ""ust""}",0.88,"TL'ye kadar olan finansmanlarda azami vade 36 ay, 125.001 - ⟪250.000 TL'ye kadar⟫ olan finansmanlarda azami vade 24 ay, 250.000 TL üzerinde f",,,
ziraat_katilim-41ef8dab7801-p046,5,ziraat_katilim,FINANSMAN_TUTARI,250.000 TL,"{""deger"": 250000.0, ""birim"": ""TRY""}",0.8,"- 250.000 TL'ye kadar olan finansmanlarda azami vade 24 ay, ⟪250.000 TL⟫ üzerinde finansmanlarda ise vade 12 aydır.",,,
ziraat_katilim-41ef8dab7801-p050,0,ziraat_katilim,VADE_SURESI,36 ay,"{""deger"": 36, ""birim"": ""ay""}",0.85,Yıllık Maliyet Oranı 20.000.-TL ⟪36 ay⟫ vadeli İhtiyaç Finansmanı için finansman tahsis ücreti ve v,,,
ziraat_katilim-41ef8dab7801-p051,0,ziraat_katilim,VADE_SURESI,36 ay,"{""deger"": 36, ""birim"": ""ay""}",0.85,Kâr oranı (1-⟪36 ay⟫ vade) KKDF ve BSMV hariçtir. 1 - 125.000 TL'ye kadar olan f,,,
ziraat_katilim-41ef8dab7801-p051,1,ziraat_katilim,FINANSMAN_TUTARI,125.000 TL'ye kadar,"{""deger"": 125000.0, ""birim"": ""TRY"", ""sinir"": ""ust""}",0.88,"Kâr oranı (1-36 ay vade) KKDF ve BSMV hariçtir. 1 - ⟪125.000 TL'ye kadar⟫ olan finansmanlarda azami vade 36 ay, 125.001 - 250.000 TL'",,,
ziraat_katilim-41ef8dab7801-p051,3,ziraat_katilim,FINANSMAN_TUTARI,250.000 TL'ye kadar,"{""deger"": 250000.0, ""birim"": ""TRY"", ""sinir"": ""ust""}",0.88,"TL'ye kadar olan finansmanlarda azami vade 36 ay, 125.001 - ⟪250.000 TL'ye kadar⟫ olan finansmanlarda azami vade 24 ay, 250.000 TL üzerinde f",,,
ziraat_katilim-41ef8dab7801-p051,5,ziraat_katilim,FINANSMAN_TUTARI,250.000 TL,"{""deger"": 250000.0, ""birim"": ""TRY""}",0.8,"- 250.000 TL'ye kadar olan finansmanlarda azami vade 24 ay, ⟪250.000 TL⟫ üzerinde finansmanlarda ise vade 12 aydır.",,,
ziraat_katilim-41ef8dab7801-p053,0,ziraat_katilim,VADE_SURESI,3 ay,"{""deger"": 3, ""birim"": ""ay""}",0.85,Azami Oran Açıklama Güncelleme Tarihi Kâr oranı (1-⟪3 ay⟫ vade),,,
ziraat_katilim-41ef8dab7801-p056,0,ziraat_katilim,VADE_SURESI,3 ay,"{""deger"": 3, ""birim"": ""ay""}",0.85,Yıllık Maliyet Oranı 10.000.-TL ⟪3 ay⟫ vadeli İhtiyaç Finansmanı için finansman tahsis ücreti ve v,,,
ziraat_katilim-41ef8dab7801-p060,0,ziraat_katilim,VADE_SURESI,36 ay,"{""deger"": 36, ""birim"": ""ay""}",0.85,Erken Kapama Komisyonu (1-⟪36 ay⟫ vade) Konut finansmanı yasası kapsamında kullandırılmış fin,,,
ziraat_katilim-41ef8dab7801-p060,1,ziraat_katilim,VADE_SURESI,36 ay,"{""deger"": 36, ""birim"": ""ay""}",0.85,"sası kapsamında kullandırılmış finansmanlarda, kalan vadesi ⟪36 ay⟫ ve daha az ise, bir ya da birden fazla taksidin erken ödenm",,,
ziraat_katilim-41ef8dab7801-p061,0,ziraat_katilim,VADE_SURESI,36 ay,"{""deger"": 36, ""birim"": ""ay""}",0.85,Erken Kapama Komisyonu (⟪36 ay⟫ üzeri vade),,,
ziraat_katilim-41ef8dab7801-p065,0,ziraat_katilim,VADE_SURESI,120 ay,"{""deger"": 120, ""birim"": ""ay""}",0.85,Kâr oranı (1-⟪120 ay⟫ vade) KKDF ve BSMV'den muaftır.,,,
ziraat_katilim-41ef8dab7801-p066,0,ziraat_katilim,VADE_SURESI,120 ay,"{""deger"": 120, ""birim"": ""ay""}",0.85,Tahsis Ücreti (1-⟪120 ay⟫ vade) BSMV'den muaftır.,,,
ziraat_katilim-41ef8dab7801-p067,0,ziraat_katilim,TAHSIS_UCRETI,100.000 TL,"{""deger"": 100000.0, ""birim"": ""TRY""}",0.85,Yıllık Maliyet Oranı ⟪100.000 TL⟫ 120 ay vadeli Konut Finansmanı için finansman tahsis ücreti,,,
ziraat_katilim-41ef8dab7801-p067,1,ziraat_katilim,VADE_SURESI,120 ay,"{""deger"": 120, ""birim"": ""ay""}",0.85,Yıllık Maliyet Oranı 100.000 TL ⟪120 ay⟫ vadeli Konut Finansmanı için finansman tahsis ücreti ve ipo,,,
ziraat_katilim-41ef8dab7801-p071,0,ziraat_katilim,VADE_SURESI,36 ay,"{""deger"": 36, ""birim"": ""ay""}",0.85,Erken Kapama Komisyonu (1-⟪36 ay⟫ vade) Konut finansmanı yasası kapsamında kullandırılmış fin,,,
ziraat_katilim-41ef8dab7801-p071,1,ziraat_katilim,VADE_SURESI,36 ay,"{""deger"": 36, ""birim"": ""ay""}",0.85,"sası kapsamında kullandırılmış finansmanlarda, kalan vadesi ⟪36 ay⟫ ve daha az ise, bir ya da birden fazla taksidin erken ödenm",,,
ziraat_katilim-41ef8dab7801-p072,0,ziraat_katilim,VADE_SURESI,36 ay,"{""deger"": 36, ""birim"": ""ay""}",0.85,Erken Kapama Komisyonu (⟪36 ay⟫ üzeri vade),,,
ziraat_katilim-41ef8dab7801-p076,0,ziraat_katilim,VADE_SURESI,120 ay,"{""deger"": 120, ""birim"": ""ay""}",0.85,Kâr Oranı(1-⟪120 ay⟫ vade) KKDF ve BSMV'den muaftır.,,,
ziraat_katilim-41ef8dab7801-p077,0,ziraat_katilim,VADE_SURESI,120 ay,"{""deger"": 120, ""birim"": ""ay""}",0.85,Tahsis Ücreti (1-⟪120 ay⟫ vade) BSMV'den muaftır.,,,
ziraat_katilim-41ef8dab7801-p078,0,ziraat_katilim,TAHSIS_UCRETI,100.000 TL,"{""deger"": 100000.0, ""birim"": ""TRY""}",0.85,Yıllık Maliyet Oranı ⟪100.000 TL⟫ 120 ay vadeli Konut Finansmanı için finansman tahsis ücreti,,,
ziraat_katilim-41ef8dab7801-p078,1,ziraat_katilim,VADE_SURESI,120 ay,"{""deger"": 120, ""birim"": ""ay""}",0.85,Yıllık Maliyet Oranı 100.000 TL ⟪120 ay⟫ vadeli Konut Finansmanı için finansman tahsis ücreti ve ipo,,,
ziraat_katilim-41ef8dab7801-p083,0,ziraat_katilim,VADE_SURESI,36 ay,"{""deger"": 36, ""birim"": ""ay""}",0.85,Erken Kapama Komisyonu (1-⟪36 ay⟫ vade) Konut finansmanı yasası kapsamında kullandırılmış fin,,,
ziraat_katilim-41ef8dab7801-p083,1,ziraat_katilim,VADE_SURESI,36 ay,"{""deger"": 36, ""birim"": ""ay""}",0.85,"sası kapsamında kullandırılmış finansmanlarda, kalan vadesi ⟪36 ay⟫ ve daha az ise, bir ya da birden fazla taksidin erken ödenm",,,
ziraat_katilim-41ef8dab7801-p084,0,ziraat_katilim,VADE_SURESI,36 ay,"{""deger"": 36, ""birim"": ""ay""}",0.85,Erken Kapama Komisyonu (⟪36 ay⟫ üzeri vade),,,
ziraat_katilim-41ef8dab7801-p088,0,ziraat_katilim,VADE_SURESI,120 ay,"{""deger"": 120, ""birim"": ""ay""}",0.85,Kâr oranı (1-⟪120 ay⟫ vade) KKDF ve BSMV'den muaftır.,,,
ziraat_katilim-41ef8dab7801-p089,0,ziraat_katilim,VADE_SURESI,120 ay,"{""deger"": 120, ""birim"": ""ay""}",0.85,Kâr oranı (61-⟪120 ay⟫ vade) KKDF ve BSMV'den muaftır.,,,
ziraat_katilim-41ef8dab7801-p091,0,ziraat_katilim,VADE_SURESI,120 ay,"{""deger"": 120, ""birim"": ""ay""}",0.85,Tahsis Ücreti (1-⟪120 ay⟫ vade) BSMV'den muaftır.,,,
ziraat_katilim-41ef8dab7801-p092,0,ziraat_katilim,VADE_SURESI,120 ay,"{""deger"": 120, ""birim"": ""ay""}",0.85,Yıllık Maliyet Oranı 80.000 -TL ⟪120 ay⟫ vadeli Kentsel Dönüşüm Güçlendirme Konut/İşyeri Finansmanı,,,
ziraat_katilim-41ef8dab7801-p097,0,ziraat_katilim,VADE_SURESI,120 ay,"{""deger"": 120, ""birim"": ""ay""}",0.85,Erken Kapama Komisyonu (1-⟪120 ay⟫ vade) Hayat Sigortası,,,
ziraat_katilim-41ef8dab7801-p100,0,ziraat_katilim,VADE_SURESI,120 ay,"{""deger"": 120, ""birim"": ""ay""}",0.85,Kâr oranı (1-⟪120 ay⟫ vade) KKDF ve BSMV'den muaftır,,,
